broader_region,municipality,year,total_population,avg_income,gini_coefficient,unemployment_rate,share_of_higher_educated
Hovedstaden,Hvidovre,2016,52946.0,151491.0,25.1,3.9,69.8
Hovedstaden,Hvidovre,2017,53097.0,154990.0,25.3,3.9,69.6
Hovedstaden,Hvidovre,2018,53416.0,165536.0,25.23,3.5,69.2
Hovedstaden,Hvidovre,2019,53492.0,184033.0,25.39,3.4,68.9
Hovedstaden,Hvidovre,2020,53467.0,202434.0,25.66,4.5,68.7
Hovedstaden,Hvidovre,2021,53326.0,218149.0,25.91,3.9,68.5
Hovedstaden,Hvidovre,2022,53322.0,226110.0,25.23,2.7,68.8
Hovedstaden,Hvidovre,2023,53598.0,239906.0,25.84,2.6,68.8
Hovedstaden,Høje-Taastrup,2008,47250.0,135660.0,23.37,3.0,71.9
Hovedstaden,Høje-Taastrup,2009,47522.0,132553.0,23.29,5.2,71.9
Hovedstaden,Høje-Taastrup,2010,47625.0,137066.0,23.71,7.2,71.4
Hovedstaden,Høje-Taastrup,2011,47897.0,139888.0,24.03,7.5,71.5
Hovedstaden,Høje-Taastrup,2012,48206.0,142267.0,23.98,7.8,71.1
Hovedstaden,Høje-Taastrup,2013,48606.0,143008.0,24.55,7.7,70.9
Hovedstaden,Høje-Taastrup,2014,48948.0,146389.0,24.99,6.9,70.5
Hovedstaden,Høje-Taastrup,2015,49518.0,147707.0,25.38,6.4,70.2
Hovedstaden,Høje-Taastrup,2016,50121.0,153790.0,25.79,5.7,69.8
Hovedstaden,Høje-Taastrup,2017,50373.0,156835.0,26.54,5.1,69.7
Hovedstaden,Høje-Taastrup,2018,50657.0,166972.0,25.78,4.6,69.4
Hovedstaden,Høje-Taastrup,2019,50826.0,183244.0,25.7,4.4,69.3
Hovedstaden,Høje-Taastrup,2020,50937.0,195369.0,25.91,5.7,69.2
Hovedstaden,Høje-Taastrup,2021,52287.0,212089.0,26.07,5.1,69.6
Hovedstaden,Høje-Taastrup,2022,53858.0,217246.0,25.59,3.5,70.6
Hovedstaden,Høje-Taastrup,2023,56133.0,228097.0,25.69,3.7,71.4
Hovedstaden,Hørsholm,2008,24236.0,190457.0,37.51,1.4,66.3
Hovedstaden,Hørsholm,2009,24321.0,180058.0,36.72,2.5,66.0
Hovedstaden,Hørsholm,2010,24414.0,194918.0,38.78,3.1,65.9
Hovedstaden,Hørsholm,2011,24402.0,179877.0,37.0,3.2,65.5
Hovedstaden,Hørsholm,2012,24396.0,183405.0,36.6,3.4,65.6
Hovedstaden,Hørsholm,2013,24597.0,195996.0,38.24,3.1,64.9
Hovedstaden,Hørsholm,2014,24788.0,223507.0,37.52,2.9,64.5
Hovedstaden,Hørsholm,2015,24924.0,222872.0,38.08,2.8,64.1
Hovedstaden,Hørsholm,2016,24969.0,226275.0,38.27,2.4,63.4
Hovedstaden,Hørsholm,2017,25044.0,228177.0,39.59,2.9,62.6
Hovedstaden,Hørsholm,2018,25051.0,225341.0,38.48,2.9,62.4
Hovedstaden,Hørsholm,2019,24993.0,247810.0,39.21,2.5,61.4
Hovedstaden,Hørsholm,2020,24856.0,303791.0,40.18,3.4,61.1
Hovedstaden,Hørsholm,2021,24819.0,314951.0,39.59,3.0,60.6
Hovedstaden,Hørsholm,2022,24776.0,265709.0,42.24,2.0,61.1
Hovedstaden,Hørsholm,2023,24746.0,311576.0,38.9,2.0,61.3
Hovedstaden,Ishøj,2008,20696.0,132131.0,23.32,4.9,73.8
Hovedstaden,Ishøj,2009,20740.0,131722.0,22.95,7.4,73.2
Hovedstaden,Ishøj,2010,20681.0,137316.0,24.24,9.9,73.4
Hovedstaden,Ishøj,2011,20973.0,137803.0,24.03,10.0,73.4
Hovedstaden,Ishøj,2012,21097.0,143052.0,23.73,10.5,72.6
Hovedstaden,Ishøj,2013,21262.0,146455.0,24.63,10.7,73.1
Hovedstaden,Ishøj,2014,21722.0,148033.0,24.49,9.5,72.5
Hovedstaden,Ishøj,2015,22153.0,149012.0,24.63,8.7,71.9
Hovedstaden,Ishøj,2016,22493.0,154530.0,25.07,7.7,71.5
Hovedstaden,Ishøj,2017,22835.0,157588.0,25.58,6.8,70.6
Hovedstaden,Ishøj,2018,22996.0,166960.0,25.3,6.4,69.9
Hovedstaden,Ishøj,2019,22959.0,178193.0,25.27,5.9,69.5
Hovedstaden,Ishøj,2020,22998.0,188306.0,25.28,7.2,69.4
Hovedstaden,Ishøj,2021,23102.0,203169.0,24.97,6.3,69.5
Hovedstaden,Ishøj,2022,23330.0,209831.0,24.53,4.6,70.4
Hovedstaden,Ishøj,2023,23601.0,221937.0,24.6,4.6,70.0
Hovedstaden,Lyngby-Taarbæk,2008,51547.0,173213.0,31.58,1.5,68.0
Hovedstaden,Lyngby-Taarbæk,2009,51681.0,157021.0,30.69,2.6,68.5
Hovedstaden,Lyngby-Taarbæk,2010,52415.0,162547.0,32.73,3.7,68.6
Hovedstaden,Lyngby-Taarbæk,2011,52896.0,166491.0,32.84,4.0,68.5
Hovedstaden,Lyngby-Taarbæk,2012,53439.0,168425.0,32.7,4.0,68.8
Hovedstaden,Lyngby-Taarbæk,2013,53997.0,164405.0,33.11,3.8,68.8
Hovedstaden,Lyngby-Taarbæk,2014,54467.0,170894.0,35.97,3.4,68.7
Hovedstaden,Lyngby-Taarbæk,2015,54824.0,170929.0,39.22,3.1,68.6
Hovedstaden,Lyngby-Taarbæk,2016,55226.0,157142.0,35.96,2.8,68.4
Hovedstaden,Lyngby-Taarbæk,2017,55404.0,159719.0,36.72,3.0,68.5
Hovedstaden,Lyngby-Taarbæk,2018,55587.0,169600.0,36.61,2.7,68.2
Hovedstaden,Lyngby-Taarbæk,2019,56105.0,211015.0,36.09,2.7,68.6
Hovedstaden,Lyngby-Taarbæk,2020,56273.0,230871.0,36.14,3.4,68.3
Hovedstaden,Lyngby-Taarbæk,2021,57113.0,228600.0,39.28,2.9,69.3
Hovedstaden,Lyngby-Taarbæk,2022,58094.0,244868.0,39.09,2.0,69.2
Hovedstaden,Lyngby-Taarbæk,2023,58508.0,247795.0,40.78,2.0,69.1
Hovedstaden,Rudersdal,2008,53906.0,165541.0,39.28,1.4,66.0
Hovedstaden,Rudersdal,2009,54110.0,175247.0,36.12,2.4,66.0
Hovedstaden,Rudersdal,2010,54587.0,202975.0,40.11,3.3,66.0
Hovedstaden,Rudersdal,2011,54660.0,221274.0,38.09,3.5,65.8
Hovedstaden,Rudersdal,2012,54644.0,232013.0,38.09,3.5,65.8
Hovedstaden,Rudersdal,2013,54848.0,253494.0,38.78,3.4,65.7
Hovedstaden,Rudersdal,2014,55184.0,244246.0,39.86,3.1,65.4
Hovedstaden,Rudersdal,2015,55511.0,235983.0,40.88,2.8,65.3
Hovedstaden,Rudersdal,2016,55904.0,252158.0,42.63,2.6,64.9
Hovedstaden,Rudersdal,2017,56092.0,252642.0,42.56,3.1,64.4
Hovedstaden,Rudersdal,2018,56186.0,257583.0,41.51,2.7,64.6
Hovedstaden,Rudersdal,2019,56599.0,336094.0,43.04,2.5,64.2
Hovedstaden,Rudersdal,2020,56716.0,288887.0,41.59,3.1,63.9
Hovedstaden,Rudersdal,2021,57144.0,359958.0,43.67,2.6,63.8
Hovedstaden,Rudersdal,2022,57298.0,358038.0,43.68,1.8,63.5
Hovedstaden,Rudersdal,2023,57154.0,407643.0,43.53,1.9,63.7
Hovedstaden,Rødovre,2008,36140.0,148235.0,22.87,2.4,68.6
Hovedstaden,Rødovre,2009,36244.0,143151.0,21.81,4.2,68.7
Hovedstaden,Rødovre,2010,36305.0,145471.0,23.22,5.6,69.2
Hovedstaden,Rødovre,2011,36624.0,145831.0,23.64,5.9,69.5
Hovedstaden,Rødovre,2012,37060.0,151940.0,23.77,5.9,69.7
Hovedstaden,Rødovre,2013,37368.0,147538.0,24.19,5.8,69.3
Hovedstaden,Rødovre,2014,37580.0,150562.0,24.58,5.2,69.1
Hovedstaden,Rødovre,2015,37771.0,154017.0,25.38,5.0,69.1
Hovedstaden,Rødovre,2016,38151.0,158369.0,25.55,4.5,69.1
Hovedstaden,Rødovre,2017,38710.0,163117.0,26.08,4.7,69.3
Hovedstaden,Rødovre,2018,39578.0,179621.0,25.81,4.6,69.1
Hovedstaden,Rødovre,2019,40357.0,190949.0,25.75,4.3,69.0
Hovedstaden,Rødovre,2020,40790.0,207420.0,26.27,5.6,68.6
Hovedstaden,Rødovre,2021,41186.0,222065.0,26.31,4.6,68.4
Hovedstaden,Rødovre,2022,41729.0,229757.0,25.73,3.2,69.8
Hovedstaden,Rødovre,2023,43297.0,236391.0,26.39,3.2,70.3
Hovedstaden,Tårnby,2008,40102.0,140829.0,21.99,2.8,69.7
Hovedstaden,Tårnby,2009,40298.0,145059.0,21.4,4.7,69.8
Hovedstaden,Tårnby,2010,40543.0,145515.0,22.8,5.9,70.0
Hovedstaden,Tårnby,2011,40983.0,147571.0,23.42,5.8,70.1
Hovedstaden,Tårnby,2012,41249.0,153823.0,22.77,5.8,69.9
Hovedstaden,Tårnby,2013,41690.0,152940.0,22.86,5.7,69.8
Hovedstaden,Tårnby,2014,42268.0,158647.0,22.89,5.1,69.9
Hovedstaden,Tårnby,2015,42660.0,159184.0,23.32,4.4,69.6
Hovedstaden,Tårnby,2016,42929.0,169503.0,23.66,3.6,68.9
Hovedstaden,Tårnby,2017,43017.0,170404.0,23.95,3.5,68.5
Hovedstaden,Tårnby,2018,43037.0,181774.0,23.95,3.4,68.0
Hovedstaden,Tårnby,2019,42998.0,203188.0,24.03,3.1,67.7
Hovedstaden,Tårnby,2020,42840.0,220587.0,24.19,4.2,67.2
Hovedstaden,Tårnby,2021,42672.0,235358.0,24.42,4.3,67.3
Hovedstaden,Tårnby,2022,42928.0,247404.0,23.84,2.6,67.9
Hovedstaden,Tårnby,2023,43292.0,258906.0,24.66,2.2,68.4
Hovedstaden,Vallensbæk,2008,12800.0,150316.0,22.5,1.9,74.1
Hovedstaden,Vallensbæk,2009,13595.0,147652.0,22.11,3.7,72.7
Hovedstaden,Vallensbæk,2010,14217.0,146764.0,23.46,4.9,71.4
Hovedstaden,Vallensbæk,2011,14502.0,143841.0,23.02,4.9,70.5
Hovedstaden,Vallensbæk,2012,14628.0,150531.0,23.51,5.3,69.8
Hovedstaden,Vallensbæk,2013,14892.0,158120.0,24.18,5.4,69.4
Hovedstaden,Vallensbæk,2014,15123.0,156977.0,25.54,4.8,68.2
Hovedstaden,Vallensbæk,2015,15282.0,157026.0,25.56,4.2,68.0
Hovedstaden,Vallensbæk,2016,15526.0,171498.0,24.64,3.8,67.1
Hovedstaden,Vallensbæk,2017,15834.0,174440.0,24.99,3.6,66.8
Hovedstaden,Vallensbæk,2018,16475.0,193262.0,25.25,3.4,66.1
Hovedstaden,Vallensbæk,2019,16655.0,200439.0,25.56,3.2,65.2
Hovedstaden,Vallensbæk,2020,16548.0,215528.0,25.37,4.3,64.7
Hovedstaden,Vallensbæk,2021,16525.0,225299.0,25.66,3.7,64.4
Hovedstaden,Vallensbæk,2022,16633.0,233261.0,25.05,2.5,65.8
Hovedstaden,Vallensbæk,2023,17370.0,244274.0,25.85,2.8,67.3
Odense,Odense,2008,187138.0,128372.0,26.17,3.7,72.6
Odense,Odense,2009,188167.0,132713.0,26.06,5.8,72.7
Odense,Odense,2010,189222.0,136756.0,26.66,7.3,72.9
Odense,Odense,2011,190549.0,133889.0,27.27,7.6,73.0
Odense,Odense,2012,192095.0,135600.0,27.51,7.9,73.2
Odense,Odense,2013,194097.0,138778.0,27.09,7.2,73.4
Odense,Odense,2014,196327.0,138122.0,27.44,6.4,73.2
Odense,Odense,2015,197864.0,135758.0,28.51,6.1,73.0
Odense,Odense,2016,199635.0,137098.0,28.28,5.9,72.9
Odense,Odense,2017,201053.0,140315.0,28.83,5.6,72.7
Odense,Odense,2018,202899.0,148096.0,28.82,4.8,72.6
Odense,Odense,2019,204442.0,172013.0,29.06,4.6,72.4
Odense,Odense,2020,205150.0,191265.0,28.94,5.5,72.1
Odense,Odense,2021,205307.0,205556.0,29.32,4.2,72.1
Odense,Odense,2022,206672.0,211965.0,28.52,3.0,72.3
Odense,Odense,2023,208048.0,222779.0,29.02,3.6,72.4
Sjælland,Faxe,2008,35456.0,142003.0,22.8,2.4,70.3
Sjælland,Faxe,2009,35424.0,143972.0,22.28,4.9,70.3
Sjælland,Faxe,2010,35336.0,149103.0,23.26,6.3,70.3
Sjælland,Faxe,2011,35240.0,141097.0,22.3,6.3,70.5
Sjælland,Faxe,2012,35149.0,160831.0,23.07,6.6,70.5
Sjælland,Faxe,2013,35095.0,156492.0,23.02,6.0,70.3
Sjælland,Faxe,2014,35144.0,152946.0,23.05,5.1,70.0
Sjælland,Faxe,2015,35372.0,155731.0,23.68,4.5,70.2
Sjælland,Faxe,2016,35704.0,158154.0,23.78,4.3,69.7
Sjælland,Faxe,2017,36026.0,158524.0,24.31,4.3,69.2
Sjælland,Faxe,2018,36290.0,170895.0,24.28,4.0,68.9
Sjælland,Faxe,2019,36546.0,187455.0,24.24,3.5,68.5
Sjælland,Faxe,2020,36596.0,201899.0,24.69,4.2,68.3
Sjælland,Faxe,2021,36889.0,216626.0,24.55,3.3,68.6
Sjælland,Faxe,2022,37200.0,223592.0,24.36,2.4,68.3
Sjælland,Faxe,2023,37514.0,229551.0,24.6,2.6,68.6
Sjælland,Greve,2008,47793.0,150341.0,23.96,1.8,71.4
Sjælland,Greve,2009,47902.0,152021.0,23.13,3.4,71.1
Sjælland,Greve,2010,47874.0,157316.0,24.09,4.8,71.1
Sjælland,Greve,2011,47939.0,153624.0,24.29,4.6,70.7
Sjælland,Greve,2012,47973.0,161553.0,23.69,4.8,70.4
Sjælland,Greve,2013,48034.0,167565.0,24.12,4.6,69.7
Sjælland,Greve,2014,48431.0,156065.0,25.34,4.2,69.5
Sjælland,Greve,2015,49058.0,157099.0,25.54,3.7,68.9
Sjælland,Greve,2016,49667.0,162218.0,25.36,3.3,67.8
Sjælland,Greve,2017,49971.0,165700.0,25.88,3.3,66.8
Sjælland,Greve,2018,50056.0,174161.0,25.73,2.9,66.7
Sjælland,Greve,2019,50326.0,180217.0,26.16,2.9,66.3
Sjælland,Greve,2020,50523.0,193976.0,26.51,3.7,65.8
Sjælland,Greve,2021,50609.0,217268.0,26.35,3.1,65.7
Sjælland,Greve,2022,51131.0,223895.0,25.97,2.1,66.0
Sjælland,Greve,2023,51589.0,233564.0,26.86,2.2,65.9
Sjælland,Guldborgsund,2008,63402.0,128591.0,26.66,3.0,69.8
Sjælland,Guldborgsund,2009,63052.0,131882.0,24.91,5.1,69.8
Sjælland,Guldborgsund,2010,62806.0,135019.0,24.26,6.4,69.9
Sjælland,Guldborgsund,2011,62246.0,133733.0,26.34,6.8,69.6
Sjælland,Guldborgsund,2012,61712.0,140129.0,24.75,6.6,69.6
Sjælland,Guldborgsund,2013,61191.0,135892.0,24.88,6.8,69.3
Sjælland,Guldborgsund,2014,60918.0,142540.0,24.96,5.8,68.9
Sjælland,Guldborgsund,2015,60870.0,139361.0,25.03,5.3,68.5
Sjælland,Guldborgsund,2016,61121.0,143298.0,24.9,4.6,68.2
Sjælland,Guldborgsund,2017,61266.0,145178.0,25.05,5.0,67.4
Sjælland,Guldborgsund,2018,61102.0,152889.0,25.04,4.6,67.0
Sjælland,Guldborgsund,2019,60858.0,166093.0,25.46,4.3,66.4
Sjælland,Guldborgsund,2020,60504.0,186615.0,25.59,5.1,66.1
Sjælland,Guldborgsund,2021,60367.0,200131.0,26.1,3.9,65.9
Sjælland,Guldborgsund,2022,60350.0,204199.0,26.04,2.7,66.0
Sjælland,Guldborgsund,2023,60040.0,215367.0,25.72,3.0,65.5
Sjælland,Holbæk,2008,69229.0,138041.0,25.39,2.4,70.6
Sjælland,Holbæk,2009,69512.0,141649.0,24.21,4.4,70.5
Sjælland,Holbæk,2010,69558.0,144040.0,24.81,5.6,70.6
Sjælland,Holbæk,2011,69502.0,139871.0,24.7,5.3,70.5
Sjælland,Holbæk,2012,69369.0,148345.0,24.19,5.2,70.4
Sjælland,Holbæk,2013,69208.0,146314.0,24.33,4.8,70.1
Sjælland,Holbæk,2014,68982.0,149081.0,24.49,4.2,69.9
Sjælland,Holbæk,2015,69441.0,152974.0,25.06,4.0,70.0
Sjælland,Holbæk,2016,70332.0,163006.0,25.36,3.6,69.6
Sjælland,Holbæk,2017,70972.0,165903.0,25.65,3.7,69.1
Sjælland,Holbæk,2018,71111.0,174559.0,25.72,3.4,68.8
Sjælland,Holbæk,2019,71346.0,187872.0,25.64,3.0,68.6
Sjælland,Holbæk,2020,71649.0,208365.0,25.96,3.7,68.3
Sjælland,Holbæk,2021,72275.0,221368.0,26.49,2.8,68.5
Sjælland,Holbæk,2022,73101.0,229680.0,25.52,2.0,68.1
Sjælland,Holbæk,2023,73702.0,233760.0,25.79,2.1,67.9
Sjælland,Kalundborg,2008,49769.0,154501.0,26.91,2.3,69.8
Sjælland,Kalundborg,2009,49574.0,139674.0,23.76,4.5,69.6
Sjælland,Kalundborg,2010,49230.0,149558.0,24.08,6.5,69.8
Sjælland,Kalundborg,2011,48979.0,154005.0,24.5,6.4,69.6
Sjælland,Kalundborg,2012,48520.0,152765.0,24.12,6.8,69.6
Sjælland,Kalundborg,2013,48337.0,157363.0,23.45,6.4,69.6
Sjælland,Kalundborg,2014,48387.0,161754.0,24.29,5.1,69.5
Sjælland,Kalundborg,2015,48555.0,162380.0,25.1,4.6,69.2
Sjælland,Kalundborg,2016,48753.0,172562.0,25.17,4.1,68.2
Sjælland,Kalundborg,2017,48823.0,166385.0,24.71,4.6,68.1
Sjælland,Kalundborg,2018,48879.0,176203.0,24.85,4.0,67.4
Sjælland,Kalundborg,2019,48604.0,193338.0,25.22,3.6,67.2
Sjælland,Kalundborg,2020,48400.0,206305.0,24.91,4.3,67.0
Sjælland,Kalundborg,2021,48447.0,220234.0,25.7,3.4,66.9
Sjælland,Kalundborg,2022,48528.0,234782.0,26.98,2.5,67.2
Sjælland,Kalundborg,2023,48526.0,243184.0,27.73,2.3,67.0
Sjælland,Køge,2008,56741.0,146066.0,23.41,2.6,70.2
Sjælland,Køge,2009,56908.0,142122.0,23.03,4.8,70.2
Sjælland,Køge,2010,57217.0,149239.0,23.44,6.3,70.2
Sjælland,Køge,2011,57245.0,147447.0,23.64,6.4,70.2
Sjælland,Køge,2012,57492.0,149982.0,23.79,6.4,70.5
Sjælland,Køge,2013,58040.0,155241.0,23.81,5.9,70.4
Sjælland,Køge,2014,58691.0,152525.0,24.44,5.0,70.2
Sjælland,Køge,2015,59461.0,151345.0,24.67,4.1,69.6
Sjælland,Køge,2016,59955.0,154486.0,25.08,3.7,69.2
Sjælland,Køge,2017,60193.0,155695.0,25.75,3.8,68.7
Sjælland,Køge,2018,60525.0,172273.0,25.16,3.4,68.4
Sjælland,Køge,2019,60736.0,183521.0,25.6,3.1,68.1
Sjælland,Køge,2020,61155.0,199140.0,26.34,3.8,68.1
Sjælland,Køge,2021,61590.0,212697.0,26.23,3.2,68.1
Sjælland,Køge,2022,61986.0,215922.0,25.86,2.2,68.5
Sjælland,Køge,2023,62536.0,223684.0,26.41,2.1,68.3
Sjælland,Lejre,2008,26654.0,154866.0,24.33,1.5,69.8
Sjælland,Lejre,2009,26782.0,98402.0,24.09,2.9,69.5
Sjælland,Lejre,2010,26819.0,152022.0,23.73,3.9,69.4
Sjælland,Lejre,2011,26812.0,140257.0,24.4,3.8,69.6
Sjælland,Lejre,2012,26944.0,155789.0,23.88,3.9,69.0
Sjælland,Lejre,2013,26912.0,176911.0,23.4,3.5,69.1
Sjælland,Lejre,2014,27018.0,139598.0,24.45,3.1,68.8
Sjælland,Lejre,2015,27209.0,165102.0,24.56,3.0,68.5
Sjælland,Lejre,2016,27380.0,164741.0,24.87,3.1,67.7
Sjælland,Lejre,2017,27484.0,179677.0,25.27,3.2,67.0
Sjælland,Lejre,2018,27652.0,201938.0,25.4,2.7,66.6
Sjælland,Lejre,2019,27930.0,199746.0,25.15,2.5,66.5
Sjælland,Lejre,2020,28056.0,231338.0,25.07,3.4,65.8
Sjælland,Lejre,2021,28422.0,253176.0,25.74,2.8,65.9
Sjælland,Lejre,2022,28780.0,234553.0,26.04,2.0,65.9
Sjælland,Lejre,2023,29073.0,242549.0,25.68,2.1,66.0
Sjælland,Lolland,2008,48072.0,127293.0,25.89,4.4,69.3
Sjælland,Lolland,2009,47451.0,129289.0,25.45,7.0,69.1
Sjælland,Lolland,2010,46699.0,132296.0,24.47,9.1,69.0
Sjælland,Lolland,2011,45865.0,136059.0,26.22,9.7,68.9
Sjælland,Lolland,2012,45022.0,138761.0,25.25,9.8,68.6
Sjælland,Lolland,2013,44100.0,139310.0,25.37,9.1,68.2
Sjælland,Lolland,2014,43359.0,137302.0,26.08,7.4,68.1
Sjælland,Lolland,2015,42919.0,136689.0,24.81,6.5,67.8
Sjælland,Lolland,2016,42531.0,143109.0,25.86,5.7,67.2
Sjælland,Lolland,2017,42198.0,149224.0,25.92,6.0,66.4
Sjælland,Lolland,2018,41859.0,155713.0,26.7,5.4,65.7
Sjælland,Lolland,2019,41472.0,167314.0,26.19,4.8,65.4
Sjælland,Lolland,2020,40876.0,177936.0,25.71,5.8,65.0
Sjælland,Lolland,2021,40376.0,192642.0,26.84,4.5,64.9
Sjælland,Lolland,2022,40062.0,205413.0,27.34,3.1,65.0
Sjælland,Lolland,2023,39850.0,222411.0,26.67,3.4,64.6
Sjælland,Næstved,2008,80856.0,141117.0,25.37,2.9,70.9
Sjælland,Næstved,2009,81022.0,142143.0,23.76,5.3,70.8
Sjælland,Næstved,2010,81018.0,151038.0,24.12,6.7,70.8
Sjælland,Næstved,2011,80932.0,152571.0,24.8,6.7,70.7
Sjælland,Næstved,2012,81150.0,159440.0,23.35,6.7,70.6
Sjælland,Næstved,2013,81205.0,157791.0,23.9,6.3,70.5
Sjælland,Næstved,2014,81515.0,154258.0,24.44,5.3,70.4
Sjælland,Næstved,2015,81892.0,151210.0,24.7,5.0,70.4
Sjælland,Næstved,2016,82464.0,159802.0,24.91,4.7,69.8
Sjælland,Næstved,2017,82740.0,163916.0,25.57,4.9,69.4
Sjælland,Næstved,2018,83000.0,173957.0,25.09,4.3,69.1
Sjælland,Næstved,2019,83066.0,193208.0,25.7,3.7,68.8
Sjælland,Næstved,2020,83114.0,206524.0,25.69,4.5,68.4
Sjælland,Næstved,2021,83412.0,220098.0,25.96,3.5,68.6
Sjælland,Næstved,2022,84230.0,223064.0,25.12,2.6,68.5
Sjælland,Næstved,2023,84625.0,229257.0,25.36,2.8,68.1
Sjælland,Odsherred,2008,33169.0,135912.0,24.77,2.8,70.0
Sjælland,Odsherred,2009,33156.0,142987.0,23.12,5.2,69.6
Sjælland,Odsherred,2010,32969.0,146667.0,23.42,7.4,69.6
Sjælland,Odsherred,2011,32794.0,145893.0,23.07,7.0,69.4
Sjælland,Odsherred,2012,32550.0,143180.0,22.31,6.9,69.4
Sjælland,Odsherred,2013,32465.0,150231.0,22.45,6.4,69.1
Sjælland,Odsherred,2014,32640.0,152884.0,23.07,5.9,68.7
Sjælland,Odsherred,2015,32782.0,159510.0,23.52,5.3,68.1
Sjælland,Odsherred,2016,32880.0,159250.0,23.56,4.9,67.4
Sjælland,Odsherred,2017,33065.0,163855.0,24.53,5.4,66.3
Sjælland,Odsherred,2018,33116.0,170818.0,23.8,4.7,65.8
Sjælland,Odsherred,2019,33126.0,181894.0,23.78,4.0,65.0
Sjælland,Odsherred,2020,32918.0,190992.0,24.26,4.6,64.7
Sjælland,Odsherred,2021,32942.0,203317.0,24.6,3.6,64.4
Sjælland,Odsherred,2022,32956.0,210129.0,24.4,2.4,64.0
Sjælland,Odsherred,2023,32831.0,211665.0,24.94,2.2,63.1
Sjælland,Ringsted,2008,32266.0,145897.0,23.56,2.3,70.5
Sjælland,Ringsted,2009,32527.0,151462.0,23.3,4.4,70.6
Sjælland,Ringsted,2010,32668.0,157775.0,23.83,5.8,70.8
Sjælland,Ringsted,2011,32960.0,164152.0,23.66,5.9,70.9
Sjælland,Ringsted,2012,33144.0,163139.0,23.87,6.2,70.8
Sjælland,Ringsted,2013,33264.0,158611.0,24.24,5.9,70.8
Sjælland,Ringsted,2014,33431.0,162617.0,24.39,4.7,70.7
Sjælland,Ringsted,2015,33779.0,162964.0,24.12,4.1,71.2
Sjælland,Ringsted,2016,34116.0,176486.0,24.82,4.1,70.6
Sjælland,Ringsted,2017,34332.0,175372.0,25.47,4.0,70.3
Sjælland,Ringsted,2018,34532.0,185619.0,24.85,3.6,70.4
Sjælland,Ringsted,2019,34745.0,191073.0,25.09,3.2,70.0
Sjælland,Ringsted,2020,34843.0,198052.0,25.85,4.0,69.8
Sjælland,Ringsted,2021,35014.0,213667.0,25.66,3.0,70.1
Sjælland,Ringsted,2022,35487.0,219506.0,25.16,2.4,70.6
Sjælland,Ringsted,2023,36090.0,221008.0,25.3,2.6,70.7
Sjælland,Roskilde,2008,80858.0,132117.0,26.21,1.6,71.0
Sjælland,Roskilde,2009,81512.0,125317.0,25.77,3.2,70.9
Sjælland,Roskilde,2010,82124.0,131256.0,26.49,4.3,71.0
Sjælland,Roskilde,2011,82712.0,128563.0,27.04,4.4,71.0
Sjælland,Roskilde,2012,83205.0,129768.0,27.07,4.5,70.8
Sjælland,Roskilde,2013,83758.0,134664.0,27.08,4.4,70.6
Sjælland,Roskilde,2014,84480.0,127417.0,27.89,4.0,70.5
Sjælland,Roskilde,2015,85408.0,125947.0,28.26,3.8,70.4
Sjælland,Roskilde,2016,86576.0,146520.0,28.94,3.7,69.7
Sjælland,Roskilde,2017,87035.0,158442.0,27.98,3.5,69.0
Sjælland,Roskilde,2018,87487.0,176005.0,27.94,3.2,68.8
Sjælland,Roskilde,2019,87565.0,197488.0,28.25,2.9,68.5
Sjælland,Roskilde,2020,88351.0,218885.0,28.41,3.7,68.8
Sjælland,Roskilde,2021,88963.0,233461.0,28.77,3.1,68.6
Sjælland,Roskilde,2022,89923.0,241785.0,28.45,2.2,68.8
Sjælland,Roskilde,2023,90515.0,252676.0,29.29,2.2,68.5
Sjælland,Slagelse,2008,77501.0,139507.0,24.08,3.4,70.6
Sjælland,Slagelse,2009,77464.0,144283.0,23.05,5.6,70.6
Sjælland,Slagelse,2010,77471.0,146609.0,23.92,7.7,70.8
Sjælland,Slagelse,2011,77431.0,149557.0,24.01,8.0,70.8
Sjælland,Slagelse,2012,77248.0,149129.0,23.66,8.2,70.9
Sjælland,Slagelse,2013,77104.0,150098.0,24.58,7.3,70.6
Sjælland,Slagelse,2014,77092.0,150042.0,24.26,6.3,70.5
Sjælland,Slagelse,2015,77498.0,152055.0,24.62,5.9,70.4
Sjælland,Slagelse,2016,78398.0,159853.0,25.1,4.7,69.9
Sjælland,Slagelse,2017,78865.0,162446.0,25.41,4.6,69.4
Sjælland,Slagelse,2018,78988.0,171117.0,25.44,4.4,69.1
Sjælland,Slagelse,2019,79052.0,182023.0,25.25,4.1,68.8
Sjælland,Slagelse,2020,79128.0,195873.0,25.22,5.0,68.6
Sjælland,Slagelse,2021,79402.0,209345.0,26.0,4.0,68.8
Sjælland,Slagelse,2022,79800.0,218373.0,25.54,2.8,68.6
Sjælland,Slagelse,2023,79769.0,229766.0,24.9,3.1,68.5
Sjælland,Solrød,2008,20721.0,165496.0,25.37,2.0,70.7
Sjælland,Solrød,2009,20806.0,157858.0,23.9,3.5,70.7
Sjælland,Solrød,2010,20890.0,179073.0,24.79,4.5,70.8
Sjælland,Solrød,2011,21040.0,170139.0,25.1,4.3,70.6
Sjælland,Solrød,2012,21132.0,181176.0,25.06,4.4,70.0
Sjælland,Solrød,2013,21214.0,176620.0,24.47,4.1,70.1
Sjælland,Solrød,2014,21446.0,173351.0,26.14,3.5,69.8
